state,county,primary_city,zip,address,phone,mailing,fax
IA,Taylor County,Bedford,50833,405 Jefferson Bedford IA 50833,712-523-2280,405 Jefferson Bedford IA 50833,712-523-2274
IA,Ringgold County,Benton,50835,109 W. Madison Mount Ayr IA 50854,641-464-3239,109 W. Madison Mount Ayr IA 50854,641-464-0654
IA,Taylor County,Blockton,50836,405 Jefferson Bedford IA 50833,712-523-2280,405 Jefferson Bedford IA 50833,712-523-2274
IA,Adair County,Bridgewater,50837,400 Public Square Ste 5 Greenfield IA 50849,641-743-2546,400 Public Square Ste 5 Greenfield IA 50849,641-743-2565
IA,Adams County,Carbon,50839,500 9th Street Corning IA 50841,641-322-3340,500 9th Street Corning IA 50841,641-322-4647
IA,Taylor County,Clearfield,50840,405 Jefferson Bedford IA 50833,712-523-2280,405 Jefferson Bedford IA 50833,712-523-2274
IA,Adams County,Corning,50841,500 9th Street Corning IA 50841,641-322-3340,500 9th Street Corning IA 50841,641-322-4647
IA,Union County,Cromwell,50842,300 N. Pine Creston IA 50801,641-782-1701,300 N. Pine Creston IA 50801,641-782-1709
IA,Cass County,Cumberland,50843,5 W. 7th Street Atlantic IA 50022,712-243-4570,5 W. 7th Street Atlantic IA 50022,712-243-4572
IA,Ringgold County,Diagonal,50845,109 W. Madison Mount Ayr IA 50854,641-464-3239,109 W. Madison Mount Ayr IA 50854,641-464-0654
IA,Adair County,Fontanelle,50846,400 Public Square Ste 5 Greenfield IA 50849,641-743-2546,400 Public Square Ste 5 Greenfield IA 50849,641-743-2565
IA,Taylor County,Gravity,50848,405 Jefferson Bedford IA 50833,712-523-2280,405 Jefferson Bedford IA 50833,712-523-2274
IA,Adair County,Greenfield,50849,400 Public Square Ste 5 Greenfield IA 50849,641-743-2546,400 Public Square Ste 5 Greenfield IA 50849,641-743-2565
IA,Taylor County,Lenox,50851,405 Jefferson Bedford IA 50833,712-523-2280,405 Jefferson Bedford IA 50833,712-523-2274
IA,Cass County,Massena,50853,5 W. 7th Street Atlantic IA 50022,712-243-4570,5 W. 7th Street Atlantic IA 50022,712-243-4572
IA,Ringgold County,Mount Ayr,50854,109 W. Madison Mount Ayr IA 50854,641-464-3239,109 W. Madison Mount Ayr IA 50854,641-464-0654
IA,Adams County,Nodaway,50857,500 9th Street Corning IA 50841,641-322-3340,500 9th Street Corning IA 50841,641-322-4647
IA,Adair County,Orient,50858,400 Public Square Ste 5 Greenfield IA 50849,641-743-2546,400 Public Square Ste 5 Greenfield IA 50849,641-743-2565
IA,Adams County,Prescott,50859,500 9th Street Corning IA 50841,641-322-3340,500 9th Street Corning IA 50841,641-322-4647
IA,Ringgold County,Redding,50860,109 W. Madison Mount Ayr IA 50854,641-464-3239,109 W. Madison Mount Ayr IA 50854,641-464-0654
IA,Union County,Shannon City,50861,300 N. Pine Creston IA 50801,641-782-1701,300 N. Pine Creston IA 50801,641-782-1709
IA,Taylor County,Sharpsburg,50862,405 Jefferson Bedford IA 50833,712-523-2280,405 Jefferson Bedford IA 50833,712-523-2274
IA,Ringgold County,Tingley,50863,109 W. Madison Mount Ayr IA 50854,641-464-3239,109 W. Madison Mount Ayr IA 50854,641-464-0654
IA,Montgomery County,Villisca,50864,105 E. Coolbaugh Street Red Oak IA 51566,712-623-5127,105 E. Coolbaugh Street Red Oak IA 51566,712-623-2346
IA,Plymouth County,Akron,51001,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Buena Vista County,Alta,51002,215 E. 5th Street Storm Lake IA 50588,712-749-2542,215 E. 5th Street Storm Lake IA 50588,712-749-2703
IA,Sioux County,Alton,51003,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Woodbury County,Anthon,51004,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Cherokee County,Aurelia,51005,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Ida County,Battle Creek,51006,401 Moorhead Street Ida Grove IA 51445,712-364-2626,401 Moorhead Street Ida Grove IA 51445,712-364-3929
IA,Woodbury County,Bronson,51007,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Monona County,Castana,51010,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Sioux County,Chatsworth,51011,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Cherokee County,Cherokee,51012,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Cherokee County,Cleghorn,51014,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Woodbury County,Correctionville,51016,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Cushing,51018,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Danbury,51019,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Ida County,Galva,51020,401 Moorhead Street Ida Grove IA 51445,712-364-2626,401 Moorhead Street Ida Grove IA 51445,712-364-3929
IA,Sioux County,Granville,51022,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Sioux County,Hawarden,51023,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Plymouth County,Hinton,51024,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Ida County,Holstein,51025,401 Moorhead Street Ida Grove IA 51445,712-364-2626,401 Moorhead Street Ida Grove IA 51445,712-364-3929
IA,Woodbury County,Hornick,51026,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Sioux County,Ireton,51027,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Plymouth County,Kingsley,51028,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Cherokee County,Larrabee,51029,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Woodbury County,Lawton,51030,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Plymouth County,Le Mars,51031,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Buena Vista County,Linn Grove,51033,215 E. 5th Street Storm Lake IA 50588,712-749-2542,215 E. 5th Street Storm Lake IA 50588,712-749-2703
IA,Monona County,Mapleton,51034,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Cherokee County,Marcus,51035,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Sioux County,Maurice,51036,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Cherokee County,Meriden,51037,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Plymouth County,Merrill,51038,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Woodbury County,Moville,51039,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Monona County,Onawa,51040,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Sioux County,Orange City,51041,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Woodbury County,Oto,51044,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,O'Brien County,Paullina,51046,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Clay County,Peterson,51047,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Woodbury County,Pierson,51048,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Cherokee County,Quimby,51049,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Plymouth County,Remsen,51050,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Monona County,Rodney,51051,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Woodbury County,Salix,51052,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Sac County,Schaller,51053,100 NW State Street Box 1 Sac City IA 50583,712-662-7310,100 NW State Street Box 1 Sac City IA 50583,712-662-7879
IA,Woodbury County,Sergeant Bluff,51054,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sloan,51055,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Smithland,51056,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,O'Brien County,Sutherland,51058,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Monona County,Ute,51060,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Cherokee County,Washta,51061,520 W. Main Cherokee IA 51012,712-225-6704,520 W. Main Cherokee IA 51012,712-225-6708
IA,Plymouth County,Westfield,51062,215 4th Avenue SE Le Mars IA 51031,712-546-6100,215 4th Avenue SE Le Mars IA 51031,712-546-5784
IA,Monona County,Whiting,51063,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Woodbury County,Sioux City,51101,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51103,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51104,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51105,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51106,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51108,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51109,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,Woodbury County,Sioux City,51111,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6465,"620 Douglas St., Rm. 103 Sioux City IA 51101",712-279-6629
IA,O'Brien County,Sheldon,51201,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Lyon County,Alvord,51230,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,O'Brien County,Archer,51231,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Osceola County,Ashton,51232,300 7th Street Sibley IA 51249,712-754-2241,300 7th Street Sibley IA 51249,712-754-3743
IA,Sioux County,Boyden,51234,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Lyon County,Doon,51235,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,Lyon County,George,51237,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,Sioux County,Hospers,51238,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Sioux County,Hull,51239,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Lyon County,Inwood,51240,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,Lyon County,Larchwood,51241,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,Lyon County,Little Rock,51243,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,O'Brien County,Primghar,51245,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Lyon County,Rock Rapids,51246,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-8517,"206 S. 2nd Ave., Suite 205 Rock Rapids IA 51246",712-472-3800
IA,Sioux County,Rock Valley,51247,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,O'Brien County,Sanborn,51248,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Osceola County,Sibley,51249,300 7th Street Sibley IA 51249,712-754-2241,300 7th Street Sibley IA 51249,712-754-3743
IA,Sioux County,Sioux Center,51250,210 Central Ave. SW Orange City IA 51041,712-737-2216,210 Central Ave. SW Orange City IA 51041,712-737-2537
IA,Clay County,Spencer,51301,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Dickinson County,Arnolds Park,51331,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-3356,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-2677
IA,Clay County,Dickens,51333,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Emmet County,Estherville,51334,609 1st Avenue N. Estherville IA 51334,712-362-4261,609 1st Avenue N. Estherville IA 51334,712-362-7454
IA,Clay County,Everly,51338,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Palo Alto County,Graettinger,51342,1010 Broadway Emmetsburg IA 50536,712-852-2924,1010 Broadway Emmetsburg IA 50536,712-852-4671
IA,Clay County,Greenville,51343,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Osceola County,Harris,51345,300 7th Street Sibley IA 51249,712-754-2241,300 7th Street Sibley IA 51249,712-754-3743
IA,O'Brien County,Hartley,51346,155 S. Hayes Avenue Primghar IA 51245,712-957-3225,155 S. Hayes Avenue Primghar IA 51245,712-957-0425
IA,Dickinson County,Lake Park,51347,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-3356,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-2677
IA,Osceola County,Melvin,51350,300 7th Street Sibley IA 51249,712-754-2241,300 7th Street Sibley IA 51249,712-754-3743
IA,Dickinson County,Milford,51351,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-3356,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-2677
IA,Osceola County,Ocheyedan,51354,300 7th Street Sibley IA 51249,712-754-2241,300 7th Street Sibley IA 51249,712-754-3743
IA,Dickinson County,Okoboji,51355,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-3356,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-2677
IA,Clay County,Royal,51357,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Palo Alto County,Ruthven,51358,1010 Broadway Emmetsburg IA 50536,712-852-2924,1010 Broadway Emmetsburg IA 50536,712-852-4671
IA,Dickinson County,Spirit Lake,51360,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-3356,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-2677
IA,Dickinson County,Terril,51364,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-3356,"1802 Hill Avenue, Suite 1400 Spirit Lake IA 51360",712-336-2677
IA,Emmet County,Wallingford,51365,609 1st Avenue N. Estherville IA 51334,712-362-4261,609 1st Avenue N. Estherville IA 51334,712-362-7454
IA,Clay County,Webb,51366,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-1569,"County Admn. Bldg., 300 W. 4th St., Ste. 4 Spencer IA 51301",712-262-5793
IA,Carroll County,Carroll,51401,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Carroll County,Arcadia,51430,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Ida County,Arthur,51431,401 Moorhead Street Ida Grove IA 51445,712-364-2626,401 Moorhead Street Ida Grove IA 51445,712-364-3929
IA,Sac County,Auburn,51433,100 NW State Street Box 1 Sac City IA 50583,712-662-7310,100 NW State Street Box 1 Sac City IA 50583,712-662-7879
IA,Carroll County,Breda,51436,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Crawford County,Charter Oak,51439,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Carroll County,Dedham,51440,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Crawford County,Deloit,51441,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Crawford County,Denison,51442,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Carroll County,Glidden,51443,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Ida County,Ida Grove,51445,401 Moorhead Street Ida Grove IA 51445,712-364-2626,401 Moorhead Street Ida Grove IA 51445,712-364-3929
IA,Shelby County,Irwin,51446,612 Court Street Harlan IA 51537,712-755-3831,612 Court Street Harlan IA 51537,712-755-3200
IA,Shelby County,Kirkman,51447,612 Court Street Harlan IA 51537,712-755-3831,612 Court Street Harlan IA 51537,712-755-3200
IA,Crawford County,Kiron,51448,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Calhoun County,Lake City,51449,"416 4th Street, Ste. 1 Rockwell City IA 50579",712-297-7741,"416 4th Street, Ste. 1 Rockwell City IA 50579",712-297-7382
IA,Sac County,Lake View,51450,100 NW State Street Box 1 Sac City IA 50583,712-662-7310,100 NW State Street Box 1 Sac City IA 50583,712-662-7879
IA,Calhoun County,Lohrville,51453,"416 4th Street, Ste. 1 Rockwell City IA 50579",712-297-7741,"416 4th Street, Ste. 1 Rockwell City IA 50579",712-297-7382
IA,Crawford County,Manilla,51454,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Carroll County,Manning,51455,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Sac County,Odebolt,51458,100 NW State Street Box 1 Sac City IA 50583,712-662-7310,100 NW State Street Box 1 Sac City IA 50583,712-662-7879
IA,Crawford County,Schleswig,51461,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Greene County,Scranton,51462,114 N. Chestnut Jefferson IA 50129,515-386-5680,114 N. Chestnut Jefferson IA 50129,515-386-2216
IA,Carroll County,Templeton,51463,114 E. 6th Street Carroll IA 51401,712-792-9802,114 E. 6th Street Carroll IA 51401,712-775-2148
IA,Crawford County,Vail,51465,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Sac County,Wall Lake,51466,100 NW State Street Box 1 Sac City IA 50583,712-662-7310,100 NW State Street Box 1 Sac City IA 50583,712-662-7879
IA,Crawford County,Westside,51467,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Pottawattamie County,Council Bluffs,51501,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Pottawattamie County,Council Bluffs,51503,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Pottawattamie County,Carter Lake,51510,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Crawford County,Arion,51520,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Pottawattamie County,Avoca,51521,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Monona County,Blencoe,51523,610 Iowa Avenue Onawa IA 51040,712-433-2191,610 Iowa Avenue Onawa IA 51040,712-433-3203
IA,Pottawattamie County,Carson,51525,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Pottawattamie County,Crescent,51526,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Shelby County,Defiance,51527,612 Court Street Harlan IA 51537,712-755-3831,612 Court Street Harlan IA 51537,712-755-3200
IA,Crawford County,Dow City,51528,1202 Broadway Ste. 5 Denison IA 51442,712-263-3045,1202 Broadway Ste. 5 Denison IA 51442,712-263-8382
IA,Harrison County,Dunlap,51529,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
IA,Shelby County,Earling,51530,612 Court Street Harlan IA 51537,712-755-3831,612 Court Street Harlan IA 51537,712-755-3200
IA,Shelby County,Elk Horn,51531,612 Court Street Harlan IA 51537,712-755-3831,612 Court Street Harlan IA 51537,712-755-3200
IA,Montgomery County,Elliott,51532,105 E. Coolbaugh Street Red Oak IA 51566,712-623-5127,105 E. Coolbaugh Street Red Oak IA 51566,712-623-2346
IA,Mills County,Emerson,51533,418 Sharp Street Glenwood IA 51534,712-527-3146,418 Sharp Street Glenwood IA 51534,712-527-1579
IA,Mills County,Glenwood,51534,418 Sharp Street Glenwood IA 51534,712-527-3146,418 Sharp Street Glenwood IA 51534,712-527-1579
IA,Cass County,Griswold,51535,5 W. 7th Street Atlantic IA 50022,712-243-4570,5 W. 7th Street Atlantic IA 50022,712-243-4572
IA,Pottawattamie County,Hancock,51536,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Shelby County,Harlan,51537,612 Court Street Harlan IA 51537,712-755-3831,612 Court Street Harlan IA 51537,712-755-3200
IA,Mills County,Hastings,51540,418 Sharp Street Glenwood IA 51534,712-527-3146,418 Sharp Street Glenwood IA 51534,712-527-1579
IA,Mills County,Henderson,51541,418 Sharp Street Glenwood IA 51534,712-527-3146,418 Sharp Street Glenwood IA 51534,712-527-1579
IA,Pottawattamie County,Honey Creek,51542,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Audubon County,Kimballton,51543,318 Leroy Street #4 Audubon IA 50025,712-563-2584,318 Leroy Street #4 Audubon IA 50025,712-563-2428
IA,Cass County,Lewis,51544,5 W. 7th Street Atlantic IA 50022,712-243-4570,5 W. 7th Street Atlantic IA 50022,712-243-4572
IA,Harrison County,Little Sioux,51545,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
IA,Harrison County,Logan,51546,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
IA,Pottawattamie County,Mc Clelland,51548,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Pottawattamie County,Macedonia,51549,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Harrison County,Magnolia,51550,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
IA,Mills County,Malvern,51551,418 Sharp Street Glenwood IA 51534,712-527-3146,418 Sharp Street Glenwood IA 51534,712-527-1579
IA,Cass County,Marne,51552,5 W. 7th Street Atlantic IA 50022,712-243-4570,5 W. 7th Street Atlantic IA 50022,712-243-4572
IA,Pottawattamie County,Minden,51553,227 S. 6th Street Council Bluffs IA 51501,712-328-5700,227 S. 6th Street Council Bluffs IA 51501,712-328-4740
IA,Harrison County,Missouri Valley,51555,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
IA,Harrison County,Modale,51556,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
IA,Harrison County,Mondamin,51557,111 N. 2nd Avenue Logan IA 51546,712-644-2401,111 N. 2nd Avenue Logan IA 51546,712-644-2643
